task_id,task_guid,wbs_code,wbs_name,kcs_code,kcs_title,role,clauses,edition,revision_date,checked_on,source_url,application_note,status
B_trench,3VQFKE61PQGAfmUUqZompD,PK.20.10.B,관로·집수정 굴착 / B구역,KCS 34 20 10,조경 토공사,PRIMARY,3.2.1 준비배수; 3.3.1 땅깎기,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2020%2010%3A2024-12-10,관로·집수정 굴착의 토공 기준. 흙막이 등은 지반·굴착 상세 확정 후 추가 검토한다.,MAPPED_NOT_COMPLIANCE_VERIFIED
B_trench,3VQFKE61PQGAfmUUqZompD,PK.20.10.B,관로·집수정 굴착 / B구역,KCS 34 50 65,조경 급․배수 및 관수,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2065%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
C_trench,3nDxESg1nV2esLD9_Z00Ou,PK.20.10.C,관로·집수정 굴착 / C구역,KCS 34 20 10,조경 토공사,PRIMARY,3.2.1 준비배수; 3.3.1 땅깎기,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2020%2010%3A2024-12-10,관로·집수정 굴착의 토공 기준. 흙막이 등은 지반·굴착 상세 확정 후 추가 검토한다.,MAPPED_NOT_COMPLIANCE_VERIFIED
C_trench,3nDxESg1nV2esLD9_Z00Ou,PK.20.10.C,관로·집수정 굴착 / C구역,KCS 34 50 65,조경 급․배수 및 관수,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2065%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
D_trench,3OJwMFDGDPRRu_rQF61JFL,PK.20.10.D,관로·집수정 굴착 / D구역,KCS 34 20 10,조경 토공사,PRIMARY,3.2.1 준비배수; 3.3.1 땅깎기,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2020%2010%3A2024-12-10,관로·집수정 굴착의 토공 기준. 흙막이 등은 지반·굴착 상세 확정 후 추가 검토한다.,MAPPED_NOT_COMPLIANCE_VERIFIED
D_trench,3OJwMFDGDPRRu_rQF61JFL,PK.20.10.D,관로·집수정 굴착 / D구역,KCS 34 50 65,조경 급․배수 및 관수,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2065%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
SITE_drainage,1QNME35wzTeRhIdKsqH3PQ,PK.20.30.SITE,집수정·우수관 연계 시공 / 전체,KCS 34 50 65,조경 급․배수 및 관수,PRIMARY,3.1.9 배수구조물; 3.1.10 배수관 설치; 3.3.1 배수공사,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2065%3A2024-12-10,집수정 접속부·관 기초·하류부터 부설·관저고와 구배 확인. DN200과 매설깊이는 별도 설계 검증 대상이다.,MAPPED_NOT_COMPLIANCE_VERIFIED
SITE_drainage,1QNME35wzTeRhIdKsqH3PQ,PK.20.30.SITE,집수정·우수관 연계 시공 / 전체,KCS 34 50 05,조경시설물공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
SITE_drainage,1QNME35wzTeRhIdKsqH3PQ,PK.20.30.SITE,집수정·우수관 연계 시공 / 전체,KCS 34 20 10,조경 토공사,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2020%2010%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
SITE_draincheck,3NBhirqOPNgO5G87SYJ2x7,PK.20.40.SITE,관망 전체 관저고·구배 검사 / 전체,KCS 34 50 65,조경 급․배수 및 관수,PRIMARY,3.3.1 배수공사; 1.8.1 관매설공사,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2065%3A2024-12-10,되메우기 전 관저고·접속부 검사에 연결. 1.8.1의 되메우기 후 수량검측·승인은 별도로 확인해야 한다.,MAPPED_NOT_COMPLIANCE_VERIFIED
SITE_draincheck,3NBhirqOPNgO5G87SYJ2x7,PK.20.40.SITE,관망 전체 관저고·구배 검사 / 전체,KCS 34 10 10,조경공사 일반,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2010%2010%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
A_backfill,3TE4OM_MnK6egz$zYtXsmN,PK.20.50.A,되메우기·다짐 / A구역,KCS 34 20 10,조경 토공사,PRIMARY,3.3.3 흙쌓기; 3.6.3 다짐도 검사,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2020%2010%3A2024-12-10,관로 검사 후 되메우기·다짐. 매설 완료 후 접속부 확인·승인도 필요하다.,MAPPED_NOT_COMPLIANCE_VERIFIED
A_backfill,3TE4OM_MnK6egz$zYtXsmN,PK.20.50.A,되메우기·다짐 / A구역,KCS 34 50 65,조경 급․배수 및 관수,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2065%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
B_backfill,13T0myAS9R8wqFPwu8ct82,PK.20.50.B,되메우기·다짐 / B구역,KCS 34 20 10,조경 토공사,PRIMARY,3.3.3 흙쌓기; 3.6.3 다짐도 검사,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2020%2010%3A2024-12-10,관로 검사 후 되메우기·다짐. 매설 완료 후 접속부 확인·승인도 필요하다.,MAPPED_NOT_COMPLIANCE_VERIFIED
B_backfill,13T0myAS9R8wqFPwu8ct82,PK.20.50.B,되메우기·다짐 / B구역,KCS 34 50 65,조경 급․배수 및 관수,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2065%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
C_backfill,1r0fUENpbL7O6nViXdNDBw,PK.20.50.C,되메우기·다짐 / C구역,KCS 34 20 10,조경 토공사,PRIMARY,3.3.3 흙쌓기; 3.6.3 다짐도 검사,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2020%2010%3A2024-12-10,관로 검사 후 되메우기·다짐. 매설 완료 후 접속부 확인·승인도 필요하다.,MAPPED_NOT_COMPLIANCE_VERIFIED
C_backfill,1r0fUENpbL7O6nViXdNDBw,PK.20.50.C,되메우기·다짐 / C구역,KCS 34 50 65,조경 급․배수 및 관수,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2065%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
D_backfill,2RyHpbymTUXgigqCmoLPK4,PK.20.50.D,되메우기·다짐 / D구역,KCS 34 20 10,조경 토공사,PRIMARY,3.3.3 흙쌓기; 3.6.3 다짐도 검사,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2020%2010%3A2024-12-10,관로 검사 후 되메우기·다짐. 매설 완료 후 접속부 확인·승인도 필요하다.,MAPPED_NOT_COMPLIANCE_VERIFIED
D_backfill,2RyHpbymTUXgigqCmoLPK4,PK.20.50.D,되메우기·다짐 / D구역,KCS 34 50 65,조경 급․배수 및 관수,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2065%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
A_foundation,1BmVQr1c5M_gfXjzhM7L$0,PK.30.10.A,휴게시설 기초 / A구역,KCS 34 50 05,조경시설물공통,PRIMARY,3.2.1 토공; 3.2.2 기초; 3.2.5 콘크리트 공사,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2005%3A2024-12-10,벤치·퍼걸러 기초. 콘크리트 강도·양생·앵커 상세는 미확정이다.,MAPPED_NOT_COMPLIANCE_VERIFIED
A_foundation,1BmVQr1c5M_gfXjzhM7L$0,PK.30.10.A,휴게시설 기초 / A구역,KCS 34 50 20,옥외시설물,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2020%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
C_foundation,3MzvogOPfP49hPGElBmD2e,PK.30.10.C,휴게시설 기초 / C구역,KCS 34 50 05,조경시설물공통,PRIMARY,3.2.1 토공; 3.2.2 기초; 3.2.5 콘크리트 공사,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2005%3A2024-12-10,벤치·퍼걸러 기초. 콘크리트 강도·양생·앵커 상세는 미확정이다.,MAPPED_NOT_COMPLIANCE_VERIFIED
C_foundation,3MzvogOPfP49hPGElBmD2e,PK.30.10.C,휴게시설 기초 / C구역,KCS 34 50 20,옥외시설물,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2020%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
D_foundation,3eeK9C23XMD84XUyOI3f1f,PK.30.10.D,휴게시설 기초 / D구역,KCS 34 50 05,조경시설물공통,PRIMARY,3.2.1 토공; 3.2.2 기초; 3.2.5 콘크리트 공사,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2005%3A2024-12-10,벤치·퍼걸러 기초. 콘크리트 강도·양생·앵커 상세는 미확정이다.,MAPPED_NOT_COMPLIANCE_VERIFIED
D_foundation,3eeK9C23XMD84XUyOI3f1f,PK.30.10.D,휴게시설 기초 / D구역,KCS 34 50 20,옥외시설물,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2020%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
A_curb,3joyYSC8HKEPbgAZ4qajEA,PK.30.20.A,화강석 경계석 설치 / A구역,KCS 34 60 25,조경포장경계,PRIMARY,3.1.1 토공 및 기초; 3.1.2 경계블록,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2025%3A2024-12-10,화강석 경계석 선형·높이·기초·줄눈·뒤채움. 기초 콘크리트 물량과 강도 확보 대기는 현재 미확정이다.,MAPPED_NOT_COMPLIANCE_VERIFIED
A_curb,3joyYSC8HKEPbgAZ4qajEA,PK.30.20.A,화강석 경계석 설치 / A구역,KCS 34 60 05,조경포장공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
A_curb,3joyYSC8HKEPbgAZ4qajEA,PK.30.20.A,화강석 경계석 설치 / A구역,KCS 34 50 05,조경시설물공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
B_curb,3S9A7ncEzPFhZ7Ppmow_zB,PK.30.20.B,화강석 경계석 설치 / B구역,KCS 34 60 25,조경포장경계,PRIMARY,3.1.1 토공 및 기초; 3.1.2 경계블록,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2025%3A2024-12-10,화강석 경계석 선형·높이·기초·줄눈·뒤채움. 기초 콘크리트 물량과 강도 확보 대기는 현재 미확정이다.,MAPPED_NOT_COMPLIANCE_VERIFIED
B_curb,3S9A7ncEzPFhZ7Ppmow_zB,PK.30.20.B,화강석 경계석 설치 / B구역,KCS 34 60 05,조경포장공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
B_curb,3S9A7ncEzPFhZ7Ppmow_zB,PK.30.20.B,화강석 경계석 설치 / B구역,KCS 34 50 05,조경시설물공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
C_curb,0$9KHyMNTPFwSkfydDXBB$,PK.30.20.C,화강석 경계석 설치 / C구역,KCS 34 60 25,조경포장경계,PRIMARY,3.1.1 토공 및 기초; 3.1.2 경계블록,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2025%3A2024-12-10,화강석 경계석 선형·높이·기초·줄눈·뒤채움. 기초 콘크리트 물량과 강도 확보 대기는 현재 미확정이다.,MAPPED_NOT_COMPLIANCE_VERIFIED
C_curb,0$9KHyMNTPFwSkfydDXBB$,PK.30.20.C,화강석 경계석 설치 / C구역,KCS 34 60 05,조경포장공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
C_curb,0$9KHyMNTPFwSkfydDXBB$,PK.30.20.C,화강석 경계석 설치 / C구역,KCS 34 50 05,조경시설물공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
D_curb,0DGSQDY45Gceiff83hevpq,PK.30.20.D,화강석 경계석 설치 / D구역,KCS 34 60 25,조경포장경계,PRIMARY,3.1.1 토공 및 기초; 3.1.2 경계블록,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2025%3A2024-12-10,화강석 경계석 선형·높이·기초·줄눈·뒤채움. 기초 콘크리트 물량과 강도 확보 대기는 현재 미확정이다.,MAPPED_NOT_COMPLIANCE_VERIFIED
D_curb,0DGSQDY45Gceiff83hevpq,PK.30.20.D,화강석 경계석 설치 / D구역,KCS 34 60 05,조경포장공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
D_curb,0DGSQDY45Gceiff83hevpq,PK.30.20.D,화강석 경계석 설치 / D구역,KCS 34 50 05,조경시설물공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
A_subbase,0f3W6sURTVEen7o62Sslid,PK.40.10.A,쇄석 포장기층 / A구역,KCS 34 60 05,조경포장공통,PRIMARY,3.3.3 원지반 정지 및 다짐; 3.3.4 쇄석기층,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2005%3A2024-12-10,블록포장 하부의 쇄석기층. 두께·다짐도·계획고를 검측한다.,MAPPED_NOT_COMPLIANCE_VERIFIED
A_subbase,0f3W6sURTVEen7o62Sslid,PK.40.10.A,쇄석 포장기층 / A구역,KCS 34 60 15,친환경블록포장,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2015%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
B_subbase,0YMNSLFZLNwOb8tVCDs4aE,PK.40.10.B,쇄석 포장기층 / B구역,KCS 34 60 05,조경포장공통,PRIMARY,3.3.3 원지반 정지 및 다짐; 3.3.4 쇄석기층,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2005%3A2024-12-10,블록포장 하부의 쇄석기층. 두께·다짐도·계획고를 검측한다.,MAPPED_NOT_COMPLIANCE_VERIFIED
B_subbase,0YMNSLFZLNwOb8tVCDs4aE,PK.40.10.B,쇄석 포장기층 / B구역,KCS 34 60 15,친환경블록포장,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2015%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
C_subbase,28ZYQISCHUhR9PyPT7JVT2,PK.40.10.C,쇄석 포장기층 / C구역,KCS 34 60 05,조경포장공통,PRIMARY,3.3.3 원지반 정지 및 다짐; 3.3.4 쇄석기층,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2005%3A2024-12-10,블록포장 하부의 쇄석기층. 두께·다짐도·계획고를 검측한다.,MAPPED_NOT_COMPLIANCE_VERIFIED
C_subbase,28ZYQISCHUhR9PyPT7JVT2,PK.40.10.C,쇄석 포장기층 / C구역,KCS 34 60 15,친환경블록포장,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2015%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
D_subbase,3v5$yVh5XHqRQZyLa758Ke,PK.40.10.D,쇄석 포장기층 / D구역,KCS 34 60 05,조경포장공통,PRIMARY,3.3.3 원지반 정지 및 다짐; 3.3.4 쇄석기층,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2005%3A2024-12-10,블록포장 하부의 쇄석기층. 두께·다짐도·계획고를 검측한다.,MAPPED_NOT_COMPLIANCE_VERIFIED
D_subbase,3v5$yVh5XHqRQZyLa758Ke,PK.40.10.D,쇄석 포장기층 / D구역,KCS 34 60 15,친환경블록포장,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2015%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
A_pavecheck,1tCdFKdqzKCBAYvGGCw_gZ,PK.40.20.A,포장 기층 검사 / A구역,KCS 34 60 05,조경포장공통,PRIMARY,3.4 시공허용오차; 3.6 현장품질관리,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2005%3A2024-12-10,포장 기층 검사. 시험·검측을 통과했다는 의미가 아닌 기준 연결이다.,MAPPED_NOT_COMPLIANCE_VERIFIED
A_pavecheck,1tCdFKdqzKCBAYvGGCw_gZ,PK.40.20.A,포장 기층 검사 / A구역,KCS 34 60 15,친환경블록포장,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2015%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
A_pavecheck,1tCdFKdqzKCBAYvGGCw_gZ,PK.40.20.A,포장 기층 검사 / A구역,KCS 34 10 10,조경공사 일반,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2010%2010%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
B_pavecheck,0wE8rrGgXG193rmP_zS3MK,PK.40.20.B,포장 기층 검사 / B구역,KCS 34 60 05,조경포장공통,PRIMARY,3.4 시공허용오차; 3.6 현장품질관리,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2005%3A2024-12-10,포장 기층 검사. 시험·검측을 통과했다는 의미가 아닌 기준 연결이다.,MAPPED_NOT_COMPLIANCE_VERIFIED
B_pavecheck,0wE8rrGgXG193rmP_zS3MK,PK.40.20.B,포장 기층 검사 / B구역,KCS 34 60 15,친환경블록포장,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2015%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
B_pavecheck,0wE8rrGgXG193rmP_zS3MK,PK.40.20.B,포장 기층 검사 / B구역,KCS 34 10 10,조경공사 일반,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2010%2010%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
C_pavecheck,3tcJijSsfR58MsDa6mzsFa,PK.40.20.C,포장 기층 검사 / C구역,KCS 34 60 05,조경포장공통,PRIMARY,3.4 시공허용오차; 3.6 현장품질관리,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2005%3A2024-12-10,포장 기층 검사. 시험·검측을 통과했다는 의미가 아닌 기준 연결이다.,MAPPED_NOT_COMPLIANCE_VERIFIED
C_pavecheck,3tcJijSsfR58MsDa6mzsFa,PK.40.20.C,포장 기층 검사 / C구역,KCS 34 60 15,친환경블록포장,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2015%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
C_pavecheck,3tcJijSsfR58MsDa6mzsFa,PK.40.20.C,포장 기층 검사 / C구역,KCS 34 10 10,조경공사 일반,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2010%2010%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
D_pavecheck,1mFe$AFOnLlP1bScivpQVV,PK.40.20.D,포장 기층 검사 / D구역,KCS 34 60 05,조경포장공통,PRIMARY,3.4 시공허용오차; 3.6 현장품질관리,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2005%3A2024-12-10,포장 기층 검사. 시험·검측을 통과했다는 의미가 아닌 기준 연결이다.,MAPPED_NOT_COMPLIANCE_VERIFIED
D_pavecheck,1mFe$AFOnLlP1bScivpQVV,PK.40.20.D,포장 기층 검사 / D구역,KCS 34 60 15,친환경블록포장,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2015%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
D_pavecheck,1mFe$AFOnLlP1bScivpQVV,PK.40.20.D,포장 기층 검사 / D구역,KCS 34 10 10,조경공사 일반,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2010%2010%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
A_finish,3l7YMsKq9LKQ4fikZrT1Lj,PK.40.30.A,모래·콘크리트블록 포장 / A구역,KCS 34 60 15,친환경블록포장,PRIMARY,2.1.1 소형고압블록; 3.2.2 소형고압블록포장,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2015%3A2024-12-10,200×200mm 콘크리트블록을 소형고압블록 계열로 잠정 매칭. 제품 KS·물성은 자재 승인 시 확정한다.,MAPPED_NOT_COMPLIANCE_VERIFIED
A_finish,3l7YMsKq9LKQ4fikZrT1Lj,PK.40.30.A,모래·콘크리트블록 포장 / A구역,KCS 34 60 05,조경포장공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
A_finish,3l7YMsKq9LKQ4fikZrT1Lj,PK.40.30.A,모래·콘크리트블록 포장 / A구역,KCS 34 60 25,조경포장경계,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2025%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
